cell_id_token,center_latitude,center_longitude,count,config_name
86d84,32.648380018365515,-109.18800474020169,6,config_1
86d89,32.91132957030165,-108.61756263435514,11,config_1
86d8b,32.9690804797489,-108.23775189843867,6,config_1
86d8d,32.620159774713265,-108.23775189843867,37,config_1
86d904,32.2860257997459,-108.71257908243416,41,config_1
86d914,32.139738165920875,-108.52257090915697,1,config_1
86d91c,32.31493717153665,-108.52257090915697,11,config_1
86d93,32.27008090197644,-108.23775189843867,2,config_1
86d95,31.918875059367316,-108.23775189843867,2,config_1
86d97,31.86211014931311,-108.61756263435514,6,config_1
86d99,31.80408405118572,-108.99776892942042,27,config_1
86d9a4,32.08176750861138,-108.90268301372318,2,config_1
86d9ac,32.25679646125588,-108.90268301372318,11,config_1
86d9b1,32.19095091626431,-109.04532003175699,14,config_1
86d9b3,32.27836360178427,-109.04532003175699,19,config_1
86d9b5,32.26349991909374,-109.1404380352064,32,config_1
86d9d,32.09496324337445,-109.37832062678952,46,config_1
86db,30.951860899740495,-108.80761947009503,8,config_1
86dd,31.170406262378183,-107.29028389464884,41,config_1
86de01,32.019847820666364,-106.58197892714489,2,config_1
86de03,32.10820732637211,-106.58197892714489,1,config_1
86de044,32.07662456539748,-106.6527099211625,6,config_1
86de04c,32.12077960928105,-106.6527099211625,8,config_1
86de054,32.11441721983145,-106.69987670323877,10,config_1
86de05c,32.07026691639953,-106.69987670323877,33,config_1
86de06c,32.032451909080045,-106.6527099211625,18,config_1
86de074,31.988261703685225,-106.6527099211625,50,config_1
86de0c,32.03221071194093,-106.81783770824106,8,config_1
86de11,32.171018276513166,-106.77064581500318,21,config_1
86de15,32.24632188966349,-106.86503947741906,19,config_1
86de17,32.25919840717124,-106.77064581500318,47,config_1
86de19,32.27199570591609,-106.67629204160652,14,config_1
86de1a4,32.20266478784681,-106.69987670323877,34,config_1
86de1ac,32.15854986464909,-106.69987670323877,14,config_1
86de1b4,32.16491697754965,-106.6527099211625,5,config_1
86de1d,32.19649615442953,-106.58197892714489,2,config_1
86de1f,32.28471380079902,-106.58197892714489,12,config_1
86de24,32.410542694906425,-106.62913035392717,43,config_1
86de2c,32.586526531080814,-106.62913035392717,3,config_1
86de3c,32.38489213056626,-106.81783770824106,44,config_1
86de5,32.433755500824994,-107.10119308682007,13,config_1
86de7,32.081587719312495,-107.10119308682007,10,config_1
86de9,32.02861473061519,-107.47951725467925,1,config_1
86ded,32.32591223282607,-107.8583867896444,14,config_1
86dee4,32.454717104565546,-107.57418545238139,44,config_1
86deec,32.27911220470865,-107.57418545238139,2,config_1
86def4,32.30603393314744,-107.38488314332629,2,config_1
86defc,32.48171675547284,-107.38488314332629,6,config_1
86df1,32.73118085490142,-107.47951725467925,45,config_1
86df3,32.67631109360882,-107.8583867896444,9,config_1
86df5,33.02554237343072,-107.8583867896444,9,config_1
86df7,33.08071431432207,-107.47951725467925,3,config_1
86dfc,32.9862181299786,-106.91225102614887,7,config_1
86e01,33.23849020435528,-106.34637906744265,2,config_1
86e03,33.28850514479508,-105.96998775016152,18,config_1
86e05,32.93784515433881,-105.96998775016152,28,config_1
86e0604,32.756291471979765,-106.18161964417423,7,config_1
86e060c,32.800237526518195,-106.18161964417423,13,config_1
86e0614,32.79401015489362,-106.22867998043256,49,config_1
86e061c,32.75006844197795,-106.22867998043256,7,config_1
86e0624,32.74382548223935,-106.27575139222925,2,config_1
86e062c,32.73756258924124,-106.32283378397709,6,config_1
86e0634,32.78149557091914,-106.32283378397709,16,config_1
86e063c,32.78776283754226,-106.27575139222925,30,config_1
86e0641,32.82226811632505,-106.26398250617459,47,config_1
86e0645,32.84109195657591,-106.28752096453121,5,config_1
86e0647,32.81913783893238,-106.28752096453121,7,config_1
86e064c,32.825409893509764,-106.32283378397709,5,config_1
86e0654,32.86930549651262,-106.32283378397709,6,config_1
86e065c,32.87558146061963,-106.27575139222925,1,config_1
86e067,32.86300707999088,-106.20514842188963,3,config_1
86e074,32.963157740474074,-106.44058717271729,1,config_1
86e07c,32.787694115309435,-106.44058717271729,1,config_1
86e0c,32.385088575201415,-106.15809365922375,30,config_1
86e1c,33.18574821781208,-105.4068079114331,26,config_1
