id,predicted_label,confidence
e9/c4/5436899759.jpg,Indoor,0.9831852912902832
2c/ef/6111547674.jpg,Indoor,0.975955605506897
f2/68/4931116717.jpg,Indoor,0.4741917848587036
aa/f7/2351766328.jpg,Indoor,0.9757767915725708
6b/12/6693078591.jpg,Indoor,0.8195198774337769
60/85/6850402094.jpg,Indoor,0.9957916140556335
ae/35/7572227176.jpg,Indoor,0.947338342666626
f0/de/4648067826.jpg,Indoor,0.9697813391685486
c4/dd/6111003045.jpg,Indoor,0.9994281530380249
8f/17/3758879299.jpg,Indoor,0.7821321487426758
20/0b/2351766160.jpg,Indoor,0.7491551637649536
58/ba/240720793.jpg,Indoor,0.5667628049850464
44/e5/240720273.jpg,Indoor,0.993067741394043
d0/b5/240724167.jpg,Indoor,0.5929140448570251
04/93/240721246.jpg,Indoor,0.9961643218994141
60/c8/240720622.jpg,Indoor,0.9947742223739624
0a/ac/326843166.jpg,Indoor,0.7254648804664612
18/0e/52759066.jpg,Indoor,0.607315719127655
49/ba/2866778016.jpg,Indoor,0.9811868667602539
d4/5e/5358701968.jpg,Indoor,0.9176863431930542
45/a0/1053718070.jpg,Indoor,0.9450249671936035
21/fb/1052860089.jpg,Indoor,0.8747528791427612
48/e3/2445315177.jpg,Indoor,0.9976946115493774
33/4e/3722085083.jpg,Indoor,0.9066689014434814
46/02/3722086133.jpg,Indoor,0.7461009621620178
ec/c4/273420880.jpg,Indoor,0.3956151306629181
37/f8/4392949975.jpg,Indoor,0.6691311597824097
72/0d/3882209439.jpg,Indoor,0.9454816579818726
a1/c1/3030083146.jpg,Indoor,0.9906129240989685
8a/85/6274377743.jpg,Indoor,0.9950682520866394
56/96/2153418448.jpg,Indoor,0.980675458908081
75/6e/2425254190.jpg,Indoor,0.9411005973815918
ea/0a/1475689438.jpg,Indoor,0.971308171749115
84/eb/2766475449.jpg,Indoor,0.9953364133834839
20/00/2179715245.jpg,Indoor,0.9853073358535767
b4/6d/2180515102.jpg,Indoor,0.920146644115448
4f/92/2180496454.jpg,Indoor,0.9323896169662476
e2/fd/2179708629.jpg,Indoor,0.9922560453414917
c2/45/2179735211.jpg,Indoor,0.9592692852020264
7d/1f/2180507344.jpg,Indoor,0.9841734766960144
88/7d/4149294191.jpg,Indoor,0.8302195072174072
87/5d/9471332644.jpg,Indoor,0.9998459815979004
fa/b7/9468551193.jpg,Indoor,0.9750435948371887
9d/1d/755852481.jpg,Indoor,0.48487618565559387
0c/40/314529788.jpg,Indoor,0.9645369052886963
6e/a5/364021952.jpg,Indoor,0.7059796452522278
67/cf/4316384285.jpg,Indoor,0.9558330774307251
d2/cb/2134493532.jpg,Indoor,0.9555220007896423
92/71/314527862.jpg,Indoor,0.8880361318588257
0a/62/2063473000.jpg,Indoor,0.9874070286750793
8a/2e/543310146.jpg,Indoor,0.8515718579292297
3f/b8/334682813.jpg,Indoor,0.7799904942512512
aa/75/3071842514.jpg,Indoor,0.7615776062011719
9f/ef/2149048893.jpg,Indoor,0.9806927442550659
01/c0/11019334543.jpg,Indoor,0.7950341701507568
73/13/3145029778.jpg,Indoor,0.999390721321106
52/a9/386625000.jpg,Indoor,0.9843512177467346
89/9b/216649183.jpg,Indoor,0.8420151472091675
d4/09/197838746.jpg,Indoor,0.7754063010215759
7b/70/8622265323.jpg,Indoor,0.9871181845664978
8a/37/7745111028.jpg,Indoor,0.8541864156723022
8b/fd/461378735.jpg,Indoor,0.5126185417175293
fb/52/3639708726.jpg,Indoor,0.5468178391456604
1f/20/6111002325.jpg,Indoor,0.9582218527793884
c7/a8/8467357806.jpg,Indoor,0.9994513988494873
d8/a6/8466265443.jpg,Indoor,0.5082774758338928
e4/61/514348793.jpg,Indoor,0.9645943641662598
02/fc/2945543997.jpg,Indoor,0.9779058694839478
a0/a9/4865186556.jpg,Indoor,0.5496518015861511
89/15/360055661.jpg,Indoor,0.9656177759170532
d6/75/169847254.jpg,Indoor,0.9868186712265015
64/1e/740545615.jpg,Indoor,0.9460760951042175
70/a6/429499597.jpg,Indoor,0.9542479515075684
e1/19/2945542267.jpg,Indoor,0.9999967217445374
85/45/76072324.jpg,Indoor,0.9627045392990112
5b/77/3096057815.jpg,Indoor,0.9950090646743774
7f/bb/75783848.jpg,Indoor,0.9717292785644531
77/e1/3664945699.jpg,Indoor,0.9442083239555359
f1/9e/731265891.jpg,Indoor,0.5303958654403687
1a/d1/741438900.jpg,Indoor,0.5497370958328247
b4/fe/4640025966.jpg,Indoor,0.9895673394203186
22/57/4639167709.jpg,Indoor,0.9999996423721313
4c/8a/2038511490.jpg,Indoor,1.0
3a/33/2038424342.jpg,Indoor,0.9999908208847046
8d/d7/740548005.jpg,Indoor,0.8696097731590271
c7/ea/4024812798.jpg,Indoor,0.7731516361236572
81/2b/3734059056.jpg,Indoor,0.879101574420929
d0/b7/5701897739.jpg,Indoor,0.5288323163986206
90/1e/6850400726.jpg,Indoor,0.9983031749725342
bd/a9/2946403544.jpg,Indoor,0.6993091106414795
b6/03/6097772656.jpg,Indoor,0.5428833961486816
ce/00/732407509.jpg,Indoor,0.6358466744422913
48/83/4637217048.jpg,Indoor,0.998263955116272
94/2b/4637093018.jpg,Indoor,0.9397817254066467
b5/8b/4636489887.jpg,Indoor,0.9999818205833435
ac/88/9389185686.jpg,Indoor,0.8257386684417725
ed/e7/741398844.jpg,Indoor,0.9572813510894775
ef/7e/741400194.jpg,Indoor,0.5499962568283081
e8/b6/6283499328.jpg,Indoor,0.4433950185775757
ca/fd/6103589765.jpg,Indoor,0.9972668290138245
18/25/6104131444.jpg,Indoor,0.9875720143318176
90/03/13824812915.jpg,Indoor,0.9671245813369751
fd/bd/5663751876.jpg,Indoor,0.9971701502799988
5a/d2/5663478802.jpg,Indoor,0.9989638328552246
b8/78/5663751148.jpg,Indoor,0.8323706984519958
ab/78/5662914319.jpg,Indoor,0.9857915639877319
11/fe/5663727436.jpg,Indoor,0.9864305257797241
85/92/5663749760.jpg,Indoor,0.9568170309066772
02/d3/5663751432.jpg,Indoor,0.9970840215682983
a8/bc/5663731768.jpg,Indoor,0.4367097020149231
47/29/5663658712.jpg,Indoor,0.9309965372085571
5e/e9/5663160585.jpg,Indoor,0.9996262788772583
14/3a/5663661200.jpg,Indoor,0.6432574987411499
25/23/5663154991.jpg,Indoor,0.9932548403739929
8f/2a/5663481812.jpg,Indoor,0.9994105100631714
e3/f2/5663479510.jpg,Indoor,0.9668312668800354
87/a4/5663650216.jpg,Indoor,0.9851638078689575
d7/e0/6169873960.jpg,Indoor,0.9373243451118469
66/21/6169866832.jpg,Indoor,0.8538951873779297
41/cd/4948092399.jpg,Indoor,0.9922685623168945
ad/26/3902284183.jpg,Indoor,0.8171336650848389
68/ea/2776630114.jpg,Indoor,0.8735755681991577
b6/36/3938131002.jpg,Indoor,0.9657231569290161
3b/d6/2833649701.jpg,Indoor,0.9874929189682007
a0/e8/11939101256.jpg,Indoor,0.983586311340332
e8/32/940206812.jpg,Indoor,0.9774555563926697
38/21/309823608.jpg,Indoor,0.9887785315513611
d5/05/6160226991.jpg,Indoor,0.9925503730773926
77/18/6160208645.jpg,Indoor,0.9624106884002686
