id,url,reason
5e/1e/3395616490.jpg,http://farm4.staticflickr.com/3424/3395616490_734c9f3c27.jpg,download_failed
0e/fe/2273869664.jpg,http://farm3.staticflickr.com/2316/2273869664_1d95f3b3ea.jpg,download_failed
80/48/2733036697.jpg,http://farm4.staticflickr.com/3255/2733036697_89885bc8e3.jpg,download_failed
f7/bc/2273869886.jpg,http://farm3.staticflickr.com/2052/2273869886_6610161405.jpg,download_failed
c2/02/4683223527.jpg,http://farm5.staticflickr.com/4016/4683223527_99870a747d.jpg,download_failed
1d/1f/2273074411.jpg,http://farm3.staticflickr.com/2246/2273074411_20a350b388.jpg,download_failed
25/6e/3565420485.jpg,http://farm4.staticflickr.com/3350/3565420485_74d9b986cb.jpg,download_failed
6c/c3/2733881064.jpg,http://farm4.staticflickr.com/3039/2733881064_870108cc52.jpg,download_failed
3c/17/2273869738.jpg,http://farm3.staticflickr.com/2155/2273869738_337d9c16eb.jpg,download_failed
a3/3a/2733020559.jpg,http://farm4.staticflickr.com/3096/2733020559_0c621009fd.jpg,download_failed
01/e6/2733873036.jpg,http://farm4.staticflickr.com/3224/2733873036_b367565cd8.jpg,download_failed
9a/cd/7088115757.jpg,http://farm6.staticflickr.com/5444/7088115757_21d6b804f7.jpg,download_failed
3f/6e/2733029603.jpg,http://farm4.staticflickr.com/3285/2733029603_f5fe445a91.jpg,download_failed
15/49/2733024287.jpg,http://farm4.staticflickr.com/3080/2733024287_ca1f2cf889.jpg,download_failed
33/90/11807512083.jpg,http://farm3.staticflickr.com/2817/11807512083_caaacaac62.jpg,download_failed
d7/68/2733051331.jpg,http://farm4.staticflickr.com/3281/2733051331_a5ffaa5300.jpg,download_failed
f8/ba/4822059747.jpg,http://farm5.staticflickr.com/4138/4822059747_c168778574.jpg,download_failed
c2/55/3720806364.jpg,http://farm3.staticflickr.com/2506/3720806364_05b976e801.jpg,download_failed
09/13/11791169313.jpg,http://farm4.staticflickr.com/3719/11791169313_5dd26875e4.jpg,download_failed
eb/0c/7087852077.jpg,http://farm6.staticflickr.com/5324/7087852077_f041a0d10c.jpg,download_failed
41/71/2837322525.jpg,http://farm4.staticflickr.com/3077/2837322525_0a03c9436d.jpg,download_failed
73/bf/2273074231.jpg,http://farm3.staticflickr.com/2084/2273074231_c32b48f16c.jpg,download_failed
8b/e2/11293562145.jpg,http://farm8.staticflickr.com/7303/11293562145_f4c3c3c9bb.jpg,download_failed
c6/ee/3151895026.jpg,http://farm4.staticflickr.com/3117/3151895026_e9f2c55553.jpg,download_failed
37/a2/11801779364.jpg,http://farm8.staticflickr.com/7455/11801779364_38f356ec6c.jpg,download_failed
58/cc/2733035225.jpg,http://farm4.staticflickr.com/3142/2733035225_df85962823.jpg,download_failed
c8/65/2733031781.jpg,http://farm4.staticflickr.com/3140/2733031781_81bb388ff8.jpg,download_failed
72/6c/3559726597.jpg,http://farm4.staticflickr.com/3387/3559726597_512bb54277.jpg,download_failed
fe/82/2665605213.jpg,http://farm4.staticflickr.com/3125/2665605213_4d889f816c.jpg,download_failed
d4/7a/2971862008.jpg,http://farm4.staticflickr.com/3208/2971862008_03dc1e6c92.jpg,download_failed
3b/c5/12524777805.jpg,http://farm3.staticflickr.com/2830/12524777805_5e13f97e8e.jpg,download_failed
8e/f6/8360071708.jpg,http://farm9.staticflickr.com/8506/8360071708_9ea370e5d4.jpg,download_failed
25/c5/3561105191.jpg,http://farm3.staticflickr.com/2455/3561105191_bdafcbd754.jpg,download_failed
4c/70/7852532698.jpg,http://farm9.staticflickr.com/8294/7852532698_e7c3c8a3a1.jpg,download_failed
4a/a5/1123994910.jpg,http://farm2.staticflickr.com/1341/1123994910_5af0993560.jpg,download_failed
