id,predicted_label,confidence
1105516266775465,Indoor,0.5688568353652954
4568775286580426,Indoor,0.7782325744628906
501209495311930,Indoor,0.48762768507003784
1855190721509040,Indoor,0.7345364093780518
678577830283882,Indoor,0.7279704809188843
1707893816296015,Indoor,0.8097518086433411
219133020454468,Indoor,0.6754852533340454
117562614514884,Indoor,0.8390640020370483
529666292510239,Indoor,0.8455781936645508
549869166958493,Indoor,0.5785061120986938
658197522640377,Indoor,0.5114789009094238
1295843320986476,Indoor,0.9446576833724976
831926498059568,Indoor,0.6118530631065369
5447326418709854,Indoor,0.7456653118133545
671608751251472,Indoor,0.926612377166748
181276254486233,Indoor,0.6990145444869995
534639965191733,Indoor,0.510299801826477
1480018389178557,Indoor,0.5710722208023071
1321224868643984,Indoor,0.7425229549407959
5889066294449336,Indoor,0.7508949041366577
491906302919626,Indoor,0.7489093542098999
1279111782881951,Indoor,0.7906707525253296
1789296248123931,Indoor,0.7240282297134399
496930362246754,Indoor,0.8759083151817322
997365254987753,Indoor,0.5129237174987793
823773052033042,Indoor,0.5662753582000732
768645041372119,Indoor,0.6915479898452759
811819966768777,Indoor,0.45956867933273315
825605721999007,Indoor,0.928196132183075
3312996302291631,Indoor,0.3995569050312042
836312664353333,Indoor,0.6132704019546509
182843041020215,Indoor,0.5396309494972229
675399034169026,Indoor,0.5205640196800232
206241798466736,Indoor,0.912551999092102
1251773312054600,Indoor,0.9185509085655212
856800498993846,Indoor,0.7938042879104614
547480706829961,Indoor,0.6230126619338989
5489872977801410,Indoor,0.4596744179725647
1264125127710348,Indoor,0.8395462036132812
6009079755818261,Indoor,0.5525036454200745
1351799202238838,Indoor,0.8291747570037842
665567785051704,Indoor,0.6281611919403076
555827016355154,Indoor,0.8667123913764954
535609328179888,Indoor,0.9042344093322754
105042352399435,Indoor,0.962124764919281
1210088106575872,Indoor,0.9081692099571228
873260983873869,Indoor,0.8555698394775391
138915352278651,Indoor,0.5904003977775574
828581238443455,Indoor,0.7827173471450806
194982856346842,Indoor,0.9710090756416321
874637093535151,Indoor,0.8038380742073059
5582658921830880,Indoor,0.5483277440071106
671723257692987,Indoor,0.9300203323364258
217516657368446,Indoor,0.6135562658309937
672292707825234,Indoor,0.8733283281326294
850161212978624,Indoor,0.7448990941047668
542536127396961,Indoor,0.9623357057571411
511125234317045,Indoor,0.7398715019226074
846306913356125,Indoor,0.692613959312439
208346868244499,Indoor,0.6441801190376282
156101373449742,Indoor,0.921197772026062
1344101729735177,Indoor,0.5101453065872192
1158206328122425,Indoor,0.6208549737930298
182771527742128,Indoor,0.9406755566596985
488423850052327,Indoor,0.7144395709037781
1302297383677815,Indoor,0.8961691856384277
549935373167586,Indoor,0.975035548210144
600603301838208,Indoor,0.5430864095687866
638666657941528,Indoor,0.8222037553787231
458482089763165,Indoor,0.7673951387405396
815222199562461,Indoor,0.9425005316734314
2827618557452906,Indoor,0.9862073659896851
320134519566490,Indoor,0.9833768606185913
779502029436099,Indoor,0.955146074295044
3543375732435563,Indoor,0.9651634097099304
2919802078277743,Indoor,0.9527628421783447
1915224848665780,Indoor,0.9568324685096741
217581543506548,Indoor,0.9542069435119629
948456839303627,Indoor,0.9828053712844849
3966087390134726,Indoor,0.9883736371994019
4058543104227035,Indoor,0.9922270774841309
882801825910643,Indoor,0.9826679229736328
469321307509674,Indoor,0.9814153909683228
1125460797973930,Indoor,0.9863795042037964
330384195242426,Indoor,0.9909265041351318
782810105570478,Indoor,0.9912538528442383
394284468368706,Indoor,0.9908677339553833
536313767534685,Indoor,0.9938398599624634
205156534758089,Indoor,0.9868413209915161
287083073151394,Indoor,0.977672278881073
1147873659064847,Indoor,0.9873806238174438
176527417716033,Indoor,0.9871127009391785
939123653532184,Indoor,0.9911360740661621
1241556992964826,Indoor,0.9892946481704712
325604222291263,Indoor,0.9826093912124634
519338482570394,Indoor,0.9972991943359375
467214457689879,Indoor,0.9905272722244263
333627215002375,Indoor,0.9362776875495911
466284811339962,Indoor,0.9927936792373657
151593973646904,Indoor,0.9740232229232788
2258316930968697,Indoor,0.9815950989723206
1010471049484496,Indoor,0.9299803972244263
106500478975909,Indoor,0.6018861532211304
706146387406478,Indoor,0.8199814558029175
3211025892545805,Indoor,0.6301844120025635
496941905834998,Indoor,0.811546802520752
1334967360594879,Indoor,0.7192560434341431
896694571360276,Indoor,0.8060846328735352
1227181274582165,Indoor,0.7866894006729126
1467451780410843,Indoor,0.9040713310241699
2403075876515715,Indoor,0.8162207007408142
1127322084605007,Indoor,0.7849810123443604
1613995219015796,Indoor,0.9684304594993591
902873020886336,Indoor,0.9053348302841187
1131052854255138,Indoor,0.7369759678840637
1547758212410317,Indoor,0.9318057298660278
1587174518411064,Indoor,0.80931556224823
133681952847581,Indoor,0.9566611647605896
525470272863620,Indoor,0.7420661449432373
1193523294585221,Indoor,0.8496177792549133
3350371291877219,Indoor,0.834506630897522
1576031452911120,Indoor,0.7270016074180603
